property_collateral_id,collateral_id,address_line,city,country_code,postal_code,building_area_m2,lettable_area_m2,occupied_area_m2,condition_of_property,completion_status,current_market_status,current_annual_passing_rent,valuation_currency,initial_valuation_date,latest_valuation_date,created_at
583,583,734 Main Street,Amsterdam,BE,71956,2789.46,3712.81,1542.61,poor,under_construction,liquid,259978.77,EUR,2020-06-02,2022-05-10,2022-05-10T01:05:57+00:00
586,586,514 Main Street,Berlin,DE,14224,7838.63,8874.89,5273.11,good,under_construction,illiquid,199576.48,GBP,2023-01-30,2024-02-26,2024-02-26T03:20:25+00:00
587,587,7 Main Street,Milan,IT,62960,5893.7,7643.45,4228.56,poor,completed,normal,205122.22,GBP,2022-01-06,2024-04-25,2024-04-25T15:13:49+00:00
588,588,866 Main Street,Berlin,PT,60073,2318.33,5496.33,4116.61,good,completed,illiquid,342599.97,EUR,2022-08-16,2024-07-28,2024-07-28T21:44:01+00:00
589,589,109 Main Street,Brussels,IE,89464,4661.06,6935.3,7686.64,fair,completed,liquid,231626.84,GBP,2025-02-13,2025-05-31,2025-05-31T02:43:32+00:00
591,591,421 Main Street,Brussels,IE,62133,11210.47,2316.52,5415.97,poor,completed,normal,82831.93,USD,2023-04-07,2024-12-20,2024-12-20T04:28:52+00:00
592,592,213 Main Street,Dublin,PT,59289,5629.28,9233.25,343.58,poor,completed,liquid,358736.42,EUR,2022-11-21,2025-08-24,2025-08-24T13:55:24+00:00
593,593,487 Main Street,Madrid,ES,36692,8437.5,9265.26,1958.9,fair,under_construction,illiquid,122524.36,EUR,2024-09-21,2025-09-30,2025-09-30T20:20:20+00:00
594,594,371 Main Street,New York,GB,50815,8739.06,5023.01,1741.42,fair,under_construction,liquid,127035.55,GBP,2022-05-18,2025-02-23,2025-02-23T03:04:59+00:00
599,599,7 Main Street,Amsterdam,NL,94229,3177.6,374.12,2934.05,excellent,completed,liquid,561176.22,EUR,2022-06-13,2023-08-14,2023-08-14T21:35:10+00:00
600,600,943 Main Street,Paris,DE,61555,6986.97,526.44,8730.54,excellent,completed,illiquid,232559.14,USD,2021-12-21,2022-09-21,2022-09-21T11:01:04+00:00
603,603,283 Main Street,Dublin,IT,47473,9888.53,9377.46,9127.06,excellent,planned,liquid,194410.89,GBP,2023-04-10,2026-02-23,2026-02-23T02:05:04+00:00
606,606,275 Main Street,Berlin,ES,38995,8067.94,7952.39,7653.19,poor,planned,normal,84058.14,GBP,2023-02-15,2024-02-02,2024-02-02T15:00:48+00:00
607,607,280 Main Street,Berlin,GB,50712,10087.9,8171.31,7010.1,excellent,under_construction,normal,442654.4,GBP,2021-02-22,2023-08-07,2023-08-07T22:11:28+00:00
608,608,736 Main Street,Dublin,FR,77443,7714.13,7993.83,8716.84,good,under_construction,normal,430197.64,EUR,2022-09-06,2023-05-01,2023-05-01T01:31:46+00:00
609,609,369 Main Street,London,GB,79594,4686.86,2860.43,2145.24,excellent,completed,liquid,314001.36,USD,2024-01-24,2025-05-14,2025-05-14T01:42:22+00:00
610,610,186 Main Street,Amsterdam,GB,75736,6560.79,5708.32,7659.36,poor,planned,normal,304070.86,EUR,2020-03-25,2022-11-16,2022-11-16T21:28:30+00:00
611,611,114 Main Street,Paris,BE,24385,8321.56,8984.7,4056.41,good,planned,normal,454273.66,GBP,2022-02-03,2025-03-16,2025-03-16T16:56:26+00:00
612,612,340 Main Street,Milan,FR,94240,10453.15,9809.71,9295.0,fair,planned,illiquid,367615.81,USD,2023-08-16,2024-03-12,2024-03-12T12:33:30+00:00
614,614,221 Main Street,Milan,PT,79425,459.83,4933.18,2553.53,poor,planned,normal,187011.41,GBP,2024-02-06,2025-07-25,2025-07-25T12:48:26+00:00
615,615,537 Main Street,Dublin,DE,62976,1389.8,9738.68,2643.07,good,planned,normal,242791.1,USD,2020-06-23,2022-05-18,2022-05-18T19:11:39+00:00
619,619,637 Main Street,Amsterdam,PT,62007,3990.89,4344.1,8336.48,excellent,under_construction,liquid,214474.24,GBP,2024-01-14,2025-10-04,2025-10-04T03:03:00+00:00
620,620,318 Main Street,Amsterdam,NL,86072,139.21,2238.74,3122.16,good,completed,liquid,229894.94,USD,2021-05-15,2024-02-23,2024-02-23T03:29:26+00:00
621,621,828 Main Street,Dublin,DE,38407,3587.56,5307.63,5657.59,excellent,under_construction,liquid,483063.96,USD,2022-03-21,2022-06-13,2022-06-13T22:34:07+00:00
623,623,515 Main Street,Amsterdam,NL,64137,2421.13,8584.09,7381.32,fair,completed,illiquid,311919.75,USD,2019-05-04,2022-07-31,2022-07-31T04:22:57+00:00
624,624,150 Main Street,London,IE,97097,458.65,4538.29,8407.09,fair,under_construction,normal,386368.58,EUR,2022-06-28,2025-07-13,2025-07-13T12:56:54+00:00
626,626,170 Main Street,Amsterdam,IT,98620,10447.84,8870.6,3210.94,excellent,planned,liquid,54053.9,GBP,2023-09-17,2025-09-21,2025-09-21T04:42:47+00:00
628,628,865 Main Street,Berlin,ES,70689,10051.21,169.46,1005.03,good,under_construction,normal,67496.83,EUR,2022-03-25,2023-04-01,2023-04-01T04:22:02+00:00
633,633,138 Main Street,Berlin,FR,48029,2508.74,4350.21,4051.76,fair,planned,liquid,401560.33,GBP,2019-08-05,2022-10-28,2022-10-28T13:29:26+00:00
634,634,855 Main Street,Berlin,US,31929,4869.65,9116.82,8464.28,fair,completed,liquid,8164.04,USD,2022-07-01,2023-09-17,2023-09-17T19:23:05+00:00
635,635,473 Main Street,Amsterdam,US,40274,2862.42,43.43,3666.48,good,planned,illiquid,366084.84,USD,2021-10-16,2024-04-21,2024-04-21T10:19:07+00:00
638,638,496 Main Street,Milan,DE,96287,1042.89,8647.47,1450.42,fair,under_construction,illiquid,326914.78,USD,2022-07-06,2022-12-18,2022-12-18T05:35:41+00:00
639,639,279 Main Street,Berlin,US,61880,3383.0,4384.75,1112.98,poor,under_construction,normal,162034.55,EUR,2023-06-02,2024-07-10,2024-07-10T11:44:28+00:00
640,640,467 Main Street,Paris,US,72563,5216.66,5162.9,2877.41,poor,completed,liquid,326094.47,GBP,2023-12-27,2024-09-22,2024-09-22T12:44:52+00:00
641,641,645 Main Street,London,DE,88622,11683.56,2027.85,7448.81,poor,completed,illiquid,100446.25,USD,2024-08-22,2024-11-05,2024-11-05T12:08:04+00:00
642,642,795 Main Street,Berlin,NL,38551,1570.4,2302.1,9263.2,fair,completed,illiquid,520490.81,GBP,2024-02-14,2024-09-24,2024-09-24T06:09:54+00:00
643,643,402 Main Street,Madrid,ES,38662,7936.02,5824.45,1576.33,fair,completed,liquid,82534.95,EUR,2021-10-28,2024-10-18,2024-10-18T06:23:17+00:00
646,646,964 Main Street,Berlin,DE,53214,2777.13,9937.04,7921.88,poor,planned,normal,378816.22,USD,2022-05-16,2022-12-28,2022-12-28T04:54:52+00:00
647,647,736 Main Street,London,IT,59005,7966.74,5596.14,6785.75,good,completed,liquid,483336.74,USD,2023-02-04,2025-06-13,2025-06-13T05:58:23+00:00
648,648,723 Main Street,Amsterdam,ES,49039,5167.65,801.67,1925.58,fair,planned,normal,597816.62,USD,2021-08-08,2024-09-09,2024-09-09T04:12:23+00:00
649,649,580 Main Street,Amsterdam,IE,57078,5328.75,9789.57,548.05,fair,completed,liquid,79619.65,EUR,2024-07-21,2024-09-01,2024-09-01T11:40:29+00:00
654,654,730 Main Street,Brussels,FR,21478,10822.7,1725.72,5181.89,excellent,completed,liquid,216455.7,EUR,2021-08-14,2024-07-12,2024-07-12T15:14:45+00:00
655,655,718 Main Street,Madrid,BE,40508,9835.37,5398.63,6220.24,fair,under_construction,illiquid,245345.64,USD,2021-03-03,2024-04-25,2024-04-25T03:25:39+00:00
656,656,73 Main Street,London,FR,25547,9013.62,7227.07,8935.08,excellent,under_construction,liquid,289409.89,EUR,2023-01-29,2025-03-04,2025-03-04T00:55:21+00:00
657,657,855 Main Street,London,FR,27744,5430.07,5118.41,1783.25,good,planned,normal,307991.95,EUR,2023-02-20,2024-05-23,2024-05-23T17:08:53+00:00
660,660,535 Main Street,Amsterdam,BE,71403,11501.03,852.62,4027.4,poor,completed,illiquid,241061.28,USD,2024-05-02,2025-11-08,2025-11-08T04:42:22+00:00
662,662,162 Main Street,Amsterdam,BE,13577,9877.29,8819.13,7999.95,excellent,completed,liquid,326713.21,GBP,2021-12-06,2023-04-23,2023-04-23T21:41:38+00:00
663,663,120 Main Street,London,IT,98935,4670.46,3687.22,5713.86,fair,completed,illiquid,359821.13,USD,2022-05-14,2023-05-01,2023-05-01T07:34:49+00:00
667,667,687 Main Street,Madrid,NL,43457,2050.24,1866.45,2543.79,excellent,under_construction,normal,115143.5,EUR,2023-08-20,2025-06-06,2025-06-06T18:23:27+00:00
668,668,157 Main Street,London,PT,18326,6352.11,4110.51,7930.89,poor,completed,normal,240034.42,EUR,2019-11-08,2023-02-05,2023-02-05T22:36:37+00:00
670,670,857 Main Street,Brussels,NL,19739,5845.94,8535.98,970.73,fair,completed,illiquid,513912.46,EUR,2023-04-23,2024-04-05,2024-04-05T03:51:01+00:00
671,671,328 Main Street,Dublin,ES,98590,10185.48,1270.18,4973.8,good,completed,illiquid,350723.85,USD,2020-06-21,2023-10-01,2023-10-01T13:42:11+00:00
672,672,990 Main Street,Amsterdam,DE,37079,7505.88,7466.5,355.51,poor,completed,illiquid,288899.24,EUR,2022-03-25,2023-10-23,2023-10-23T03:13:20+00:00
674,674,883 Main Street,Brussels,GB,65030,10759.05,6146.04,4054.68,poor,completed,illiquid,127613.76,EUR,2022-11-12,2025-04-14,2025-04-14T06:12:31+00:00
676,676,300 Main Street,Madrid,BE,72988,7363.05,7639.4,8838.27,excellent,completed,normal,285374.27,GBP,2023-08-17,2024-11-30,2024-11-30T19:38:55+00:00
677,677,406 Main Street,Milan,NL,50550,10968.83,7768.12,64.27,poor,under_construction,normal,100873.85,EUR,2020-12-20,2023-09-22,2023-09-22T16:53:07+00:00
678,678,47 Main Street,Paris,PT,52629,2305.74,9577.11,5176.8,poor,under_construction,liquid,399562.02,EUR,2023-09-07,2024-04-28,2024-04-28T22:45:39+00:00
679,679,638 Main Street,London,ES,56070,8699.01,4714.45,8099.93,fair,under_construction,illiquid,377517.95,EUR,2022-08-07,2022-10-04,2022-10-04T23:32:08+00:00
681,681,113 Main Street,Milan,US,36674,7880.94,5019.82,4424.37,fair,under_construction,normal,68109.07,USD,2024-06-08,2024-12-18,2024-12-18T07:07:57+00:00
684,684,578 Main Street,Paris,IE,68099,9421.5,6261.17,3963.18,excellent,under_construction,illiquid,544098.59,USD,2023-11-22,2024-07-27,2024-07-27T07:31:16+00:00
686,686,712 Main Street,Amsterdam,US,12596,216.55,3586.25,4345.3,excellent,completed,illiquid,21946.87,USD,2019-08-14,2022-01-11,2022-01-11T17:54:44+00:00
690,690,583 Main Street,London,GB,35294,5951.06,6561.28,3016.88,poor,planned,illiquid,233735.77,USD,2021-10-29,2024-01-14,2024-01-14T05:34:16+00:00
692,692,690 Main Street,Madrid,FR,21930,11981.57,6686.12,1845.81,fair,under_construction,normal,153828.72,GBP,2021-09-11,2022-04-27,2022-04-27T05:52:15+00:00
697,697,409 Main Street,London,PT,35967,11758.64,1801.43,7737.48,excellent,under_construction,liquid,569129.04,USD,2023-05-13,2025-08-14,2025-08-14T13:28:08+00:00
698,698,260 Main Street,Paris,GB,50043,7476.37,3107.85,3400.2,poor,under_construction,normal,45709.62,USD,2025-08-30,2025-11-20,2025-11-20T16:58:27+00:00
699,699,346 Main Street,Paris,ES,11347,961.79,988.16,1247.86,excellent,under_construction,normal,285020.83,EUR,2019-07-16,2022-02-06,2022-02-06T18:27:38+00:00
700,700,171 Main Street,New York,NL,52388,4716.69,4041.88,8640.9,fair,planned,illiquid,51554.96,USD,2024-01-13,2025-08-20,2025-08-20T14:21:10+00:00
701,701,345 Main Street,Paris,IE,56219,685.9,4812.31,1173.71,excellent,planned,illiquid,551453.92,EUR,2023-07-07,2025-06-13,2025-06-13T07:13:39+00:00
702,702,534 Main Street,Milan,ES,21819,1953.64,1137.05,535.92,good,completed,liquid,289898.71,USD,2022-10-11,2025-02-08,2025-02-08T01:20:35+00:00
705,705,793 Main Street,Berlin,GB,89464,10012.66,5334.4,2399.43,good,under_construction,normal,305248.05,USD,2022-04-13,2023-10-23,2023-10-23T14:12:03+00:00
706,706,749 Main Street,Dublin,US,18568,6757.71,4723.41,308.06,good,planned,illiquid,232199.34,USD,2020-06-08,2022-09-05,2022-09-05T02:13:27+00:00
707,707,165 Main Street,Dublin,US,56128,1021.74,1695.56,3833.93,fair,under_construction,illiquid,145892.16,EUR,2020-08-18,2023-08-01,2023-08-01T23:24:15+00:00
709,709,68 Main Street,Paris,ES,96036,3666.5,1917.97,2882.17,excellent,completed,liquid,74083.13,GBP,2020-09-10,2022-03-24,2022-03-24T05:59:46+00:00
713,713,763 Main Street,Berlin,NL,55881,8112.96,5274.18,3455.06,fair,planned,normal,24071.97,GBP,2022-07-09,2024-01-21,2024-01-21T12:03:58+00:00
716,716,473 Main Street,London,FR,55162,403.25,9725.29,4516.3,good,completed,liquid,581225.09,GBP,2023-05-17,2025-06-07,2025-06-07T01:53:09+00:00
718,718,78 Main Street,New York,FR,75682,1709.24,4977.94,6538.15,good,under_construction,illiquid,306099.03,USD,2023-02-16,2025-01-12,2025-01-12T12:42:19+00:00
719,719,245 Main Street,London,DE,25753,7042.04,3969.4,4570.88,excellent,planned,normal,292589.86,EUR,2021-02-15,2022-09-08,2022-09-08T01:13:35+00:00
721,721,259 Main Street,Amsterdam,BE,78575,9620.62,4238.98,749.8,fair,planned,normal,368901.36,EUR,2022-01-24,2023-03-29,2023-03-29T10:44:45+00:00
722,722,115 Main Street,Lisbon,BE,93493,1803.5,5922.34,4445.73,excellent,completed,liquid,585082.18,GBP,2022-05-31,2022-11-26,2022-11-26T02:58:43+00:00
724,724,68 Main Street,Paris,DE,49891,2737.68,5096.41,2939.98,excellent,planned,normal,324554.48,GBP,2021-09-04,2024-06-18,2024-06-18T23:36:47+00:00
725,725,992 Main Street,Milan,ES,31943,6183.48,2727.57,3588.38,excellent,under_construction,normal,41171.75,EUR,2025-05-14,2025-07-01,2025-07-01T01:03:00+00:00
728,728,847 Main Street,Madrid,FR,85904,3362.82,3875.18,1205.45,excellent,completed,illiquid,236214.91,EUR,2025-05-21,2026-02-12,2026-02-12T12:07:26+00:00
730,730,286 Main Street,Amsterdam,GB,73994,7557.53,2640.18,5918.46,good,completed,liquid,440343.62,GBP,2021-06-09,2022-06-07,2022-06-07T05:15:35+00:00
731,731,716 Main Street,Berlin,US,76403,7384.0,7703.45,831.79,good,completed,normal,406336.04,EUR,2021-12-16,2025-03-09,2025-03-09T14:12:18+00:00
733,733,740 Main Street,Brussels,US,82469,1481.71,6187.67,1767.9,excellent,planned,liquid,278158.82,GBP,2022-07-29,2023-03-26,2023-03-26T20:51:25+00:00
734,734,971 Main Street,Berlin,FR,55650,9357.6,3715.99,5886.57,poor,planned,illiquid,448727.87,GBP,2023-05-18,2025-01-07,2025-01-07T06:22:19+00:00
737,737,643 Main Street,Milan,US,14722,755.19,357.39,2944.24,good,planned,illiquid,562315.26,GBP,2023-09-14,2025-08-17,2025-08-17T06:16:22+00:00
739,739,569 Main Street,Milan,PT,79787,6419.95,5627.7,1088.88,excellent,planned,illiquid,124936.3,USD,2021-02-26,2023-07-10,2023-07-10T06:28:18+00:00
743,743,895 Main Street,Paris,DE,63844,3157.57,4596.47,983.88,good,under_construction,liquid,165443.52,USD,2022-06-24,2024-04-05,2024-04-05T05:58:36+00:00
745,745,718 Main Street,Berlin,DE,44956,10289.97,8236.53,9249.14,poor,under_construction,liquid,72786.82,GBP,2022-08-17,2024-06-11,2024-06-11T18:49:45+00:00
748,748,106 Main Street,London,NL,84821,4197.28,9803.33,1293.73,poor,under_construction,normal,33234.9,EUR,2022-10-03,2022-12-18,2022-12-18T01:11:27+00:00
751,751,721 Main Street,Amsterdam,US,49565,5858.54,639.69,2282.43,fair,completed,liquid,535919.14,USD,2020-06-05,2022-06-11,2022-06-11T18:13:22+00:00
752,752,432 Main Street,Brussels,FR,10871,9354.98,4419.17,1968.04,poor,completed,illiquid,444801.84,USD,2023-12-08,2025-06-09,2025-06-09T04:37:33+00:00
754,754,385 Main Street,Brussels,BE,76890,3359.31,9698.31,1739.47,good,under_construction,liquid,583119.46,USD,2024-03-22,2024-12-10,2024-12-10T18:56:08+00:00
755,755,206 Main Street,Paris,PT,39547,8218.41,3868.85,1497.74,fair,under_construction,illiquid,73032.83,EUR,2021-10-24,2024-10-20,2024-10-20T05:04:54+00:00
757,757,32 Main Street,Madrid,GB,51859,9659.63,6184.56,6443.22,poor,completed,illiquid,556036.81,USD,2020-06-27,2023-03-12,2023-03-12T07:48:55+00:00
758,758,24 Main Street,New York,FR,33325,2161.08,1570.93,1963.81,poor,planned,liquid,126968.92,USD,2024-12-05,2025-10-04,2025-10-04T18:26:48+00:00
759,759,233 Main Street,Paris,NL,61562,5489.38,5772.68,6812.36,poor,completed,illiquid,515519.39,USD,2020-10-16,2023-02-04,2023-02-04T21:04:05+00:00
760,760,143 Main Street,New York,US,27847,8740.51,4965.68,3322.43,good,under_construction,liquid,236449.53,GBP,2021-04-02,2022-02-14,2022-02-14T08:48:27+00:00
761,761,142 Main Street,Berlin,DE,15169,8740.48,1079.68,3491.19,fair,under_construction,normal,417641.24,EUR,2023-11-24,2025-06-02,2025-06-02T06:51:34+00:00
762,762,42 Main Street,Lisbon,IE,89737,11037.01,3084.66,2627.24,good,under_construction,illiquid,292438.68,GBP,2023-03-26,2023-06-19,2023-06-19T07:49:17+00:00
763,763,933 Main Street,Dublin,PT,69676,7678.85,387.34,4310.09,poor,planned,normal,318823.76,USD,2020-03-31,2023-03-06,2023-03-06T06:40:20+00:00
764,764,515 Main Street,Madrid,DE,44298,7801.42,1501.56,8765.01,fair,under_construction,normal,151365.78,GBP,2021-05-26,2022-01-08,2022-01-08T11:11:44+00:00
766,766,447 Main Street,Lisbon,DE,55655,1405.27,4230.0,8948.05,poor,under_construction,illiquid,175176.49,EUR,2025-11-14,2026-02-04,2026-02-04T02:29:21+00:00
767,767,416 Main Street,Milan,GB,25571,10192.18,613.33,6154.68,fair,under_construction,illiquid,339432.44,USD,2023-09-11,2025-05-01,2025-05-01T04:51:16+00:00
770,770,47 Main Street,Amsterdam,PT,27025,3065.75,9262.86,4254.51,fair,under_construction,normal,275283.95,USD,2021-12-28,2022-08-19,2022-08-19T03:54:01+00:00
771,771,369 Main Street,Madrid,NL,98815,11989.49,6612.68,1579.9,fair,completed,normal,589241.74,GBP,2023-02-12,2023-12-17,2023-12-17T21:25:10+00:00
774,774,890 Main Street,New York,US,43480,5103.61,5876.87,8466.34,poor,planned,liquid,347521.27,GBP,2020-05-10,2022-09-04,2022-09-04T06:16:54+00:00
776,776,811 Main Street,Paris,PT,71970,2229.28,7210.73,4823.87,excellent,completed,normal,145064.4,GBP,2024-12-06,2026-01-22,2026-01-22T23:41:58+00:00
777,777,307 Main Street,Lisbon,DE,82560,10810.19,9305.87,8430.69,poor,under_construction,normal,249969.74,USD,2019-10-01,2022-10-07,2022-10-07T12:49:56+00:00
779,779,307 Main Street,Brussels,IE,66195,2160.17,6478.46,739.4,fair,planned,illiquid,17267.4,USD,2022-03-22,2024-01-24,2024-01-24T21:16:17+00:00
781,781,997 Main Street,Lisbon,GB,53430,10015.27,1734.01,1963.1,fair,completed,liquid,584965.67,GBP,2024-10-03,2026-01-25,2026-01-25T00:04:50+00:00
782,782,904 Main Street,Dublin,IT,35229,10332.79,7511.54,1221.85,excellent,under_construction,illiquid,174002.4,GBP,2019-04-04,2022-04-11,2022-04-11T17:58:36+00:00
783,783,825 Main Street,Madrid,PT,69689,10051.66,3287.46,383.99,poor,planned,normal,133502.52,USD,2020-12-19,2023-09-30,2023-09-30T07:23:15+00:00
784,784,844 Main Street,Brussels,DE,75618,10400.73,5909.33,2151.95,excellent,under_construction,normal,60794.54,EUR,2019-05-20,2022-03-24,2022-03-24T23:52:05+00:00
785,785,492 Main Street,New York,PT,44559,767.05,4082.39,1832.42,poor,completed,liquid,305787.11,GBP,2022-06-16,2024-07-15,2024-07-15T11:08:42+00:00
787,787,157 Main Street,Amsterdam,IE,49832,6178.11,1902.12,991.2,excellent,completed,liquid,256884.38,GBP,2021-07-16,2022-12-12,2022-12-12T04:37:59+00:00
789,789,313 Main Street,Milan,IT,76892,6129.71,1118.82,1807.01,good,under_construction,illiquid,209463.14,EUR,2020-09-02,2023-04-17,2023-04-17T19:09:14+00:00
790,790,784 Main Street,Berlin,ES,27448,8227.26,3000.97,3527.65,poor,planned,liquid,433145.94,GBP,2023-05-31,2024-04-08,2024-04-08T23:41:37+00:00
791,791,928 Main Street,Dublin,IE,17725,133.42,2735.99,4600.08,poor,under_construction,liquid,342494.23,GBP,2021-07-22,2023-10-11,2023-10-11T11:55:01+00:00
792,792,898 Main Street,Milan,IT,76669,7753.88,7475.72,1628.22,good,planned,liquid,339960.21,USD,2022-03-02,2023-06-20,2023-06-20T06:07:54+00:00
793,793,769 Main Street,Lisbon,IE,73887,4513.67,9042.33,1112.04,poor,planned,illiquid,257158.86,GBP,2020-02-13,2023-05-03,2023-05-03T02:05:54+00:00
794,794,845 Main Street,Madrid,ES,84616,5773.46,7640.89,1669.78,poor,planned,illiquid,271322.61,USD,2021-04-22,2024-03-12,2024-03-12T02:47:39+00:00
795,795,129 Main Street,Madrid,BE,85122,162.2,117.44,8738.87,excellent,under_construction,normal,349988.49,EUR,2023-01-05,2025-09-04,2025-09-04T19:00:01+00:00
796,796,849 Main Street,New York,IT,90541,8564.87,8457.38,654.48,good,planned,liquid,81055.68,EUR,2021-06-09,2024-03-14,2024-03-14T01:47:33+00:00
798,798,52 Main Street,Brussels,GB,32446,10489.58,7625.21,4544.31,poor,completed,normal,57097.66,EUR,2020-12-03,2022-04-23,2022-04-23T04:12:21+00:00
799,799,277 Main Street,Brussels,ES,51230,8488.23,6242.27,612.13,fair,under_construction,illiquid,27814.79,GBP,2022-01-15,2022-09-07,2022-09-07T15:15:36+00:00
800,800,759 Main Street,Brussels,PT,68976,10266.22,2113.66,1367.99,excellent,completed,liquid,532697.37,GBP,2019-04-15,2022-06-23,2022-06-23T02:06:55+00:00
802,802,211 Main Street,Amsterdam,BE,44697,4388.62,4041.84,5624.84,good,under_construction,liquid,413698.56,EUR,2024-03-20,2025-12-01,2025-12-01T00:56:48+00:00
806,806,778 Main Street,Dublin,ES,80329,2943.26,4602.42,5661.27,fair,completed,liquid,181173.79,EUR,2021-08-29,2023-06-20,2023-06-20T01:06:56+00:00
807,807,65 Main Street,Madrid,GB,33222,4214.74,8279.87,596.15,good,planned,liquid,102215.13,USD,2021-07-11,2022-02-18,2022-02-18T08:24:55+00:00
808,808,102 Main Street,London,US,67354,9664.06,8634.07,7871.86,poor,completed,liquid,320062.63,GBP,2020-08-08,2022-01-05,2022-01-05T16:11:19+00:00
809,809,698 Main Street,Amsterdam,NL,74341,9954.25,402.6,6455.84,fair,planned,normal,240137.26,GBP,2022-08-22,2025-03-18,2025-03-18T07:38:59+00:00
810,810,823 Main Street,Brussels,GB,21639,7497.58,7376.0,8474.39,excellent,planned,normal,545031.56,EUR,2021-05-19,2023-03-20,2023-03-20T10:34:55+00:00
811,811,633 Main Street,Brussels,IT,75511,5731.78,6557.82,5126.05,poor,under_construction,illiquid,43002.08,EUR,2020-07-16,2022-12-18,2022-12-18T22:49:36+00:00
812,812,701 Main Street,Brussels,NL,88665,7235.02,6632.32,7722.3,excellent,completed,normal,12987.58,EUR,2025-04-07,2025-10-12,2025-10-12T10:13:19+00:00
813,813,2 Main Street,London,BE,58791,1510.22,1809.39,802.17,excellent,under_construction,liquid,168127.5,GBP,2022-11-27,2026-01-30,2026-01-30T03:23:30+00:00
814,814,692 Main Street,Lisbon,DE,72650,4745.48,4186.07,3823.96,fair,planned,liquid,522338.47,USD,2022-09-26,2025-06-19,2025-06-19T12:22:19+00:00
815,815,709 Main Street,Milan,PT,60420,11856.18,5201.2,1846.48,good,completed,liquid,198400.95,GBP,2022-09-19,2024-03-22,2024-03-22T22:07:06+00:00
816,816,460 Main Street,Brussels,IE,17044,7644.17,5521.86,2590.18,excellent,completed,liquid,209537.65,GBP,2020-07-12,2023-02-26,2023-02-26T12:18:27+00:00
817,817,930 Main Street,Milan,ES,16075,10708.25,1120.61,3502.41,fair,under_construction,liquid,150825.06,EUR,2020-08-29,2022-05-17,2022-05-17T10:35:51+00:00
818,818,818 Main Street,Paris,IT,32502,5950.92,6670.22,8223.84,fair,completed,liquid,142009.91,EUR,2025-03-11,2025-11-25,2025-11-25T22:29:55+00:00
819,819,895 Main Street,New York,ES,50982,10748.78,4257.07,6608.86,good,planned,illiquid,333331.8,USD,2023-06-03,2024-03-29,2024-03-29T19:51:23+00:00
823,823,591 Main Street,Madrid,NL,88971,10563.48,8641.05,660.43,fair,completed,illiquid,3386.18,EUR,2018-12-12,2022-03-20,2022-03-20T06:37:47+00:00
827,827,857 Main Street,Brussels,IT,67966,3175.64,7792.22,6386.87,poor,completed,illiquid,399790.31,USD,2024-07-13,2025-10-02,2025-10-02T09:26:04+00:00
828,828,968 Main Street,Madrid,IE,67247,650.35,326.74,4363.43,fair,planned,illiquid,286336.37,USD,2021-09-29,2022-01-10,2022-01-10T23:10:42+00:00
830,830,172 Main Street,Dublin,DE,21872,11731.92,9906.86,8920.23,fair,under_construction,liquid,431459.5,EUR,2020-11-19,2023-08-22,2023-08-22T06:08:06+00:00
831,831,965 Main Street,Lisbon,NL,23831,573.64,9284.88,1948.65,good,under_construction,liquid,218487.45,GBP,2020-03-30,2023-05-13,2023-05-13T10:32:39+00:00
832,832,315 Main Street,New York,IT,29581,6428.08,6127.96,247.69,good,planned,illiquid,519388.19,USD,2023-05-01,2025-01-07,2025-01-07T11:33:55+00:00
833,833,134 Main Street,Paris,NL,74751,484.52,3233.88,3129.35,poor,under_construction,illiquid,286565.96,USD,2022-11-05,2024-01-26,2024-01-26T01:02:27+00:00
834,834,645 Main Street,Brussels,PT,37302,2775.32,3887.36,4905.51,good,planned,normal,530763.3,USD,2021-08-09,2022-09-10,2022-09-10T04:20:03+00:00
836,836,95 Main Street,New York,IT,60883,5821.78,995.1,4862.54,poor,planned,normal,382275.85,USD,2020-11-29,2022-11-04,2022-11-04T23:54:28+00:00
839,839,58 Main Street,Milan,FR,32296,10081.61,3501.8,9077.92,excellent,planned,liquid,5035.33,USD,2023-06-04,2023-11-24,2023-11-24T11:33:36+00:00
840,840,480 Main Street,Madrid,NL,46565,11160.28,8416.79,6704.45,poor,completed,normal,389834.27,EUR,2019-07-19,2022-07-24,2022-07-24T17:21:11+00:00
841,841,230 Main Street,Paris,FR,93642,5035.44,4170.49,6635.89,poor,planned,illiquid,417915.02,USD,2021-05-19,2023-06-06,2023-06-06T13:13:17+00:00
842,842,667 Main Street,Dublin,GB,95153,9940.11,2349.27,2467.08,fair,under_construction,illiquid,575888.91,USD,2021-10-04,2024-07-27,2024-07-27T10:02:20+00:00
843,843,313 Main Street,London,FR,27077,9558.64,4756.79,3654.03,excellent,completed,normal,400382.36,EUR,2019-02-07,2022-04-08,2022-04-08T09:28:25+00:00
845,845,527 Main Street,London,US,12646,2203.21,3973.19,3379.14,poor,planned,illiquid,450197.0,GBP,2023-07-17,2024-03-03,2024-03-03T08:22:11+00:00
848,848,870 Main Street,Berlin,FR,81159,10165.29,8076.13,4026.0,excellent,completed,illiquid,109832.37,EUR,2023-10-20,2024-06-07,2024-06-07T17:38:50+00:00
849,849,53 Main Street,Lisbon,US,74811,238.23,2649.21,6949.98,poor,completed,illiquid,382301.76,USD,2021-07-19,2022-08-19,2022-08-19T11:59:01+00:00
