loan_id,loan_type,origination_date,maturity_date,current_maturity_date,currency_code,channel_of_origination,amortisation_type,principal_balance,accrued_interest_on_book,accrued_interest_off_book,balance_at_default,ifrs_stage,days_past_due,default_date,current_interest_rate,current_interest_margin,interest_rate_type,product_code,code_of_conduct_status,is_non_performing,write_off_flag,created_at
699,corporate,2019-05-15,2021-09-11,2022-06-02,EUR,branch,annuity,3187497.78,127177.69,27517.38,2505612.37,ifrs_stage_3_impaired,257,2020-05-10,5.2564,4.7021,fixed,CONSUMER_LOAN,active,true,false,2019-05-15T14:34:18+00:00
700,corporate,2022-07-25,2032-04-12,2032-05-05,EUR,partner,annuity,7516229.21,352565.62,54319.93,,fair_value_pnl,7,,7.7911,6.7613,floating,AUTO_LOAN,not_applicable,false,false,2022-07-25T00:58:39+00:00
701,personal,2022-12-07,2024-03-10,2024-05-25,EUR,broker,bullet,112248.23,552.5,620.0,,fair_value_pnl,0,,6.143,5.0274,fixed,AUTO_LOAN,active,false,false,2022-12-07T15:18:20+00:00
702,corporate,2022-02-14,2025-09-06,2026-08-11,EUR,partner,bullet,6977668.93,311399.68,132838.47,,other_not_impaired,9,,5.7492,1.9249,fixed,SME_TERM,not_applicable,false,false,2022-02-14T05:33:17+00:00
703,personal,2021-06-29,2030-12-30,2030-09-23,GBP,online,bullet,117801.32,1864.43,1006.21,,ifrs_stage_2,5,,4.1563,0.6448,fixed,BRIDGE_LOAN,not_applicable,false,false,2021-06-29T21:38:33+00:00
704,personal,2020-11-23,2023-07-23,2023-04-13,GBP,broker,bullet,104964.26,5592.94,1914.99,,ifrs_stage_1,8,,9.9545,8.7432,fixed,CONSUMER_LOAN,not_applicable,false,false,2020-11-23T05:43:11+00:00
705,personal,2024-06-13,2026-04-24,2026-02-03,EUR,branch,annuity,118962.23,4420.47,2167.8,,ifrs_stage_1,8,,9.0439,7.0931,floating,MORTGAGE_STD,not_applicable,false,false,2024-06-13T08:33:00+00:00
706,corporate,2022-02-03,2029-05-24,2029-12-17,GBP,online,bullet,9190447.96,91038.63,37883.73,,ifrs_stage_2,76,,3.2363,2.7886,floating,BRIDGE_LOAN,waived,false,false,2022-02-03T04:20:46+00:00
707,personal,2021-02-16,2029-10-17,2030-04-08,EUR,broker,linear,34362.5,1813.56,410.94,,other_not_impaired,2,,3.1401,2.4481,floating,MORTGAGE_STD,not_applicable,false,false,2021-02-16T10:35:11+00:00
708,personal,2024-11-12,2033-05-14,2033-03-12,USD,partner,bullet,271417.3,5570.16,644.08,,ifrs_stage_1,3,,12.3231,8.2653,floating,BRIDGE_LOAN,not_applicable,false,false,2024-11-12T10:33:09+00:00
709,corporate,2021-07-01,2024-01-09,2024-09-18,USD,broker,linear,9456342.77,484330.9,15571.61,,ifrs_stage_1,7,,12.1312,8.7417,mixed,MORTGAGE_STD,active,false,false,2021-07-01T01:51:56+00:00
710,personal,2022-07-29,2030-06-10,2030-07-18,GBP,broker,linear,197044.44,49.05,2776.74,,ifrs_stage_1,5,,10.1167,7.7572,fixed,SME_REVOLVER,active,false,false,2022-07-29T17:32:49+00:00
711,personal,2023-11-05,2029-04-02,2029-08-19,EUR,branch,linear,62705.76,2527.07,96.46,,ifrs_stage_1,6,,7.9896,7.5887,floating,BRIDGE_LOAN,not_applicable,false,false,2023-11-05T02:17:59+00:00
712,personal,2019-11-05,2028-08-17,2028-12-25,GBP,online,linear,186447.65,9189.5,3102.74,,ifrs_stage_1,2,,12.3205,8.9318,mixed,MORTGAGE_STD,waived,false,false,2019-11-05T03:13:06+00:00
713,personal,2022-02-06,2031-07-20,2032-06-19,USD,online,bullet,38801.35,228.07,418.07,,fair_value_pnl,3,,8.693,6.1632,fixed,SME_TERM,waived,false,false,2022-02-06T02:40:08+00:00
714,corporate,2025-06-27,2035-01-25,2034-12-18,GBP,branch,linear,3846729.13,123071.0,28843.85,,ifrs_stage_1,7,,11.1311,8.0841,floating,BRIDGE_LOAN,waived,false,false,2025-06-27T02:54:20+00:00
715,personal,2020-02-11,2022-12-20,2022-07-15,USD,online,linear,8782.0,470.03,50.18,,other_not_impaired,0,,6.8715,5.2014,floating,BRIDGE_LOAN,waived,false,false,2020-02-11T08:58:35+00:00
716,personal,2022-11-25,2027-01-21,2027-11-11,EUR,online,bullet,235377.64,10150.25,4241.53,,ifrs_stage_1,2,,5.0604,2.3849,mixed,BRIDGE_LOAN,waived,false,false,2022-11-25T11:11:19+00:00
717,corporate,2023-06-08,2027-10-10,2028-05-07,EUR,branch,bullet,8412799.64,434863.15,137200.53,,ifrs_stage_1,3,,3.5754,0.935,fixed,AUTO_LOAN,not_applicable,false,false,2023-06-08T02:07:50+00:00
718,corporate,2025-04-26,2033-08-30,2033-03-24,EUR,online,linear,5564033.1,136133.78,51354.92,,fair_value_pnl,9,,3.378,2.1443,mixed,AUTO_LOAN,not_applicable,false,false,2025-04-26T19:28:13+00:00
719,corporate,2025-06-13,2031-06-27,2031-08-06,USD,branch,bullet,6497714.86,47263.67,2334.94,,ifrs_stage_2,72,,6.6458,5.6188,floating,SME_TERM,not_applicable,false,false,2025-06-13T00:06:25+00:00
720,personal,2020-04-20,2025-07-09,2025-09-29,USD,broker,linear,63693.38,2775.01,210.74,,ifrs_stage_2,51,,6.0331,2.9803,floating,SME_REVOLVER,waived,false,false,2020-04-20T18:27:19+00:00
721,personal,2024-09-22,2032-04-27,2032-10-25,USD,online,bullet,171898.02,7251.17,1577.42,,ifrs_stage_2,49,,8.5465,6.1524,floating,SME_REVOLVER,active,false,false,2024-09-22T00:37:03+00:00
722,personal,2024-03-16,2032-02-13,2032-12-06,USD,partner,annuity,98509.29,4801.85,408.58,,ifrs_stage_2,24,,3.9461,1.3083,fixed,MORTGAGE_STD,active,false,false,2024-03-16T18:43:13+00:00
723,personal,2023-10-31,2033-05-05,2033-10-03,USD,online,linear,37731.69,2121.58,313.55,,ifrs_stage_2,19,,6.0308,2.1806,mixed,SME_TERM,not_applicable,false,false,2023-10-31T06:36:36+00:00
724,personal,2024-04-11,2025-09-30,2026-03-24,GBP,broker,bullet,106654.13,2175.08,1559.92,89381.08,ifrs_stage_3_impaired,214,2025-09-29,4.8674,4.1112,mixed,MORTGAGE_STD,active,true,false,2024-04-11T04:08:02+00:00
725,personal,2022-02-07,2029-06-15,2029-08-19,USD,branch,linear,255815.3,3946.11,3833.07,200618.43,ifrs_stage_3_impaired,262,2025-03-10,7.8502,6.493,fixed,SME_TERM,waived,true,false,2022-02-07T09:22:49+00:00
726,personal,2019-12-24,2027-12-01,2027-08-15,GBP,branch,annuity,239791.06,12176.69,4422.43,,ifrs_stage_1,5,,7.6134,3.7751,floating,MORTGAGE_STD,active,false,false,2019-12-24T03:51:47+00:00
727,corporate,2023-10-29,2029-01-06,2028-10-23,GBP,branch,annuity,4360546.72,66234.7,2322.29,,ifrs_stage_1,7,,5.4547,2.2784,mixed,SME_TERM,waived,false,false,2023-10-29T21:56:18+00:00
728,personal,2022-05-27,2030-05-23,2030-01-13,EUR,branch,bullet,287975.84,10169.67,3032.17,,other_not_impaired,6,,7.8177,3.7923,mixed,SME_REVOLVER,not_applicable,false,false,2022-05-27T07:55:12+00:00
729,personal,2019-09-25,2026-11-27,2026-11-22,USD,broker,linear,18071.59,403.45,255.16,,ifrs_stage_1,7,,7.3676,5.2159,mixed,CONSUMER_LOAN,waived,false,false,2019-09-25T21:35:26+00:00
730,personal,2021-12-28,2026-04-11,2026-04-09,GBP,branch,annuity,32405.51,1023.82,570.56,,fair_value_pnl,8,,2.6118,2.5101,fixed,SME_TERM,active,false,false,2021-12-28T09:09:22+00:00
731,personal,2024-11-12,2029-05-16,2029-07-26,USD,partner,bullet,200474.93,9824.45,1983.53,,ifrs_stage_1,6,,7.1981,6.7948,floating,BRIDGE_LOAN,not_applicable,false,false,2024-11-12T20:45:38+00:00
732,corporate,2022-12-13,2027-11-26,2028-06-15,EUR,branch,linear,1551180.81,6806.23,30353.45,,other_not_impaired,1,,9.5475,7.4019,mixed,MORTGAGE_STD,active,false,false,2022-12-13T20:16:29+00:00
733,personal,2022-11-27,2026-11-18,2027-11-08,EUR,branch,bullet,41990.18,1843.04,490.57,,ifrs_stage_1,4,,7.2705,4.6702,mixed,BRIDGE_LOAN,active,false,false,2022-11-27T02:50:41+00:00
734,corporate,2023-12-25,2025-08-08,2026-08-03,GBP,online,linear,8251687.86,259324.75,57939.25,,fair_value_pnl,9,,4.0884,1.09,mixed,MORTGAGE_STD,waived,false,false,2023-12-25T22:38:11+00:00
735,personal,2022-10-27,2027-01-28,2026-09-24,USD,partner,bullet,76033.43,2832.44,110.38,,fair_value_pnl,4,,4.3403,4.0653,floating,SME_TERM,waived,false,false,2022-10-27T04:38:08+00:00
736,personal,2019-01-20,2021-04-04,2021-04-30,USD,broker,bullet,83705.93,1476.51,745.44,,other_not_impaired,4,,9.0357,7.8782,floating,MORTGAGE_STD,not_applicable,false,false,2019-01-20T04:18:06+00:00
737,personal,2024-12-11,2028-04-30,2028-10-27,EUR,partner,bullet,249784.73,11239.77,4835.17,,other_not_impaired,4,,7.5964,4.1228,fixed,SME_TERM,active,false,false,2024-12-11T05:40:48+00:00
738,corporate,2020-12-17,2030-08-29,2030-08-13,GBP,online,bullet,5453961.57,305585.62,23431.89,,fair_value_pnl,9,,3.7953,1.9527,floating,AUTO_LOAN,waived,false,false,2020-12-17T00:01:08+00:00
739,personal,2019-07-24,2022-08-16,2022-05-16,USD,partner,annuity,63151.69,3522.44,358.53,,other_not_impaired,6,,4.0518,1.2355,fixed,AUTO_LOAN,not_applicable,false,false,2019-07-24T23:06:31+00:00
740,personal,2023-06-26,2029-10-26,2030-01-22,EUR,partner,annuity,15337.05,383.36,37.19,,fair_value_pnl,8,,3.841,2.2713,fixed,MORTGAGE_STD,active,false,false,2023-06-26T06:50:35+00:00
741,corporate,2020-06-24,2024-03-31,2023-12-11,USD,partner,linear,9148457.13,142599.07,28410.7,10759259.16,ifrs_stage_3_impaired,241,2024-01-26,8.8069,5.9218,mixed,SME_TERM,active,true,false,2020-06-24T00:15:50+00:00
742,corporate,2021-02-25,2026-12-06,2026-12-07,EUR,online,bullet,4854535.3,32521.13,36803.03,,ifrs_stage_2,63,,10.0072,6.0428,fixed,BRIDGE_LOAN,not_applicable,false,false,2021-02-25T05:02:24+00:00
743,personal,2020-11-01,2028-05-06,2028-07-04,USD,broker,annuity,227034.49,2668.75,1322.87,,other_not_impaired,5,,1.959,1.0981,mixed,BRIDGE_LOAN,waived,false,false,2020-11-01T08:26:26+00:00
744,personal,2023-09-07,2028-07-20,2028-11-21,USD,partner,linear,79947.81,1043.53,1448.06,,ifrs_stage_1,4,,5.1292,2.8829,floating,CONSUMER_LOAN,not_applicable,false,false,2023-09-07T09:18:56+00:00
745,personal,2022-07-12,2025-01-14,2025-06-30,GBP,online,linear,217365.68,5038.33,2919.75,,other_not_impaired,7,,9.5658,7.5923,fixed,MORTGAGE_STD,active,false,false,2022-07-12T13:33:29+00:00
746,personal,2021-03-25,2022-08-10,2022-08-15,USD,branch,annuity,161535.11,267.96,954.65,,ifrs_stage_2,11,,12.0689,7.8584,floating,BRIDGE_LOAN,active,false,false,2021-03-25T01:57:32+00:00
747,corporate,2023-08-26,2025-12-21,2026-09-15,GBP,broker,annuity,6778350.79,61301.66,5693.63,,fair_value_pnl,8,,4.7857,2.0134,fixed,CONSUMER_LOAN,waived,false,false,2023-08-26T16:19:00+00:00
748,personal,2020-08-24,2022-06-14,2022-06-28,USD,partner,linear,17484.71,576.11,54.72,,ifrs_stage_2,87,,3.2806,1.2204,mixed,CONSUMER_LOAN,active,false,false,2020-08-24T23:11:09+00:00
749,personal,2022-01-22,2026-06-04,2026-04-09,USD,broker,bullet,166356.78,2699.1,3011.61,,ifrs_stage_2,68,,9.6872,7.0339,floating,CONSUMER_LOAN,not_applicable,false,false,2022-01-22T08:53:49+00:00
750,personal,2020-02-24,2025-05-17,2025-04-10,USD,branch,bullet,233760.65,3553.65,1984.63,,ifrs_stage_1,2,,9.1772,5.8245,floating,CONSUMER_LOAN,active,false,false,2020-02-24T22:15:56+00:00
751,personal,2020-06-16,2022-12-31,2023-08-30,EUR,partner,bullet,35789.16,1142.51,657.92,40258.38,ifrs_stage_3_impaired,380,2021-07-23,3.3604,1.9885,floating,BRIDGE_LOAN,not_applicable,true,false,2020-06-16T23:37:35+00:00
752,corporate,2023-12-19,2025-02-22,2026-02-03,USD,online,linear,4732408.09,52950.08,50914.75,5556308.18,ifrs_stage_3_impaired,220,2024-08-21,11.5786,7.533,floating,CONSUMER_LOAN,active,true,false,2023-12-19T09:50:14+00:00
753,personal,2025-04-21,2028-03-09,2028-11-06,EUR,broker,bullet,89925.88,4797.87,1281.28,86211.28,ifrs_stage_3_impaired,186,2025-09-30,7.0677,5.1809,mixed,SME_TERM,active,true,false,2025-04-21T16:18:02+00:00
754,corporate,2023-12-11,2026-05-05,2027-04-06,EUR,broker,linear,1132232.94,28417.03,1002.27,,ifrs_stage_1,4,,7.1992,5.9688,fixed,AUTO_LOAN,waived,false,false,2023-12-11T03:23:30+00:00
755,corporate,2019-02-09,2022-04-15,2022-10-04,USD,branch,linear,9280573.39,158163.88,181225.06,,ifrs_stage_1,1,,12.3495,8.8826,floating,AUTO_LOAN,not_applicable,false,false,2019-02-09T01:49:42+00:00
756,personal,2023-01-31,2028-06-20,2028-03-22,EUR,online,linear,20063.69,721.96,272.43,,ifrs_stage_2,25,,4.1479,0.793,mixed,MORTGAGE_STD,waived,false,false,2023-01-31T18:40:44+00:00
757,personal,2025-06-20,2032-01-04,2032-12-15,USD,partner,annuity,249873.24,10818.9,1244.42,,other_not_impaired,9,,8.5243,6.4598,mixed,MORTGAGE_STD,waived,false,false,2025-06-20T09:22:04+00:00
758,personal,2021-08-11,2024-09-15,2025-06-29,EUR,online,bullet,130722.3,1820.21,2325.6,,ifrs_stage_1,4,,1.1974,0.7311,fixed,AUTO_LOAN,active,false,false,2021-08-11T03:26:37+00:00
759,personal,2022-05-26,2031-07-31,2031-06-15,USD,broker,linear,238182.84,4744.24,1375.36,229385.26,ifrs_stage_3_impaired,199,2024-05-10,9.4334,8.6061,floating,SME_REVOLVER,waived,true,false,2022-05-26T22:28:27+00:00
760,corporate,2021-04-12,2025-06-21,2025-03-24,GBP,online,annuity,1475268.89,39947.15,18115.58,,ifrs_stage_2,51,,2.0825,0.8608,fixed,SME_TERM,active,false,false,2021-04-12T05:37:41+00:00
761,personal,2022-04-25,2031-12-10,2032-08-03,GBP,partner,bullet,184930.17,4556.45,2296.58,,fair_value_pnl,0,,4.9828,2.2324,fixed,CONSUMER_LOAN,active,false,false,2022-04-25T18:00:29+00:00
762,personal,2022-11-28,2031-05-23,2031-01-25,USD,partner,annuity,116863.7,1299.67,680.74,124157.76,ifrs_stage_3_impaired,182,2023-11-06,3.3024,2.9123,floating,CONSUMER_LOAN,not_applicable,true,false,2022-11-28T02:44:30+00:00
763,corporate,2024-12-11,2032-10-28,2032-09-16,EUR,broker,linear,2318124.04,79224.97,18718.9,,ifrs_stage_1,9,,9.3918,6.06,fixed,MORTGAGE_STD,active,false,false,2024-12-11T04:51:15+00:00
764,personal,2025-04-27,2026-06-20,2027-04-29,EUR,partner,linear,86826.42,2774.17,359.95,,other_not_impaired,1,,4.8121,0.6149,mixed,MORTGAGE_STD,active,false,false,2025-04-27T06:38:35+00:00
765,corporate,2019-01-21,2025-07-11,2025-11-14,EUR,branch,linear,2441783.37,26984.74,16167.37,,other_not_impaired,2,,5.9054,2.3786,fixed,CONSUMER_LOAN,waived,false,false,2019-01-21T19:26:21+00:00
766,corporate,2022-09-13,2031-11-04,2032-09-21,EUR,online,annuity,704477.26,7487.43,9974.99,,ifrs_stage_2,25,,8.5119,8.0521,mixed,SME_REVOLVER,active,false,false,2022-09-13T12:05:27+00:00
767,corporate,2024-08-18,2032-08-25,2032-04-08,USD,partner,annuity,6082612.94,62791.22,96570.42,,ifrs_stage_1,2,,3.1017,1.2605,floating,AUTO_LOAN,waived,false,false,2024-08-18T09:22:59+00:00
768,corporate,2025-05-17,2029-02-04,2029-11-05,EUR,branch,annuity,3985979.19,193563.53,58738.44,,other_not_impaired,9,,8.3552,6.5281,mixed,SME_TERM,waived,false,false,2025-05-17T06:03:46+00:00
769,personal,2022-08-06,2032-06-21,2032-01-07,USD,online,linear,147787.53,1536.02,622.15,,ifrs_stage_2,80,,3.4328,1.5882,mixed,BRIDGE_LOAN,waived,false,false,2022-08-06T13:18:10+00:00
770,corporate,2024-09-22,2027-02-09,2027-01-06,EUR,branch,bullet,224175.38,112.63,1322.87,,ifrs_stage_2,92,,8.1934,6.0578,fixed,SME_TERM,waived,false,false,2024-09-22T21:32:52+00:00
771,personal,2020-02-03,2029-11-06,2030-08-05,EUR,branch,bullet,173652.51,2842.51,2249.48,,other_not_impaired,5,,8.5889,4.5724,mixed,CONSUMER_LOAN,waived,false,false,2020-02-03T05:04:39+00:00
772,personal,2023-12-18,2032-06-15,2033-04-24,USD,branch,annuity,14469.51,339.02,86.34,,fair_value_pnl,3,,2.5574,1.5524,floating,BRIDGE_LOAN,waived,false,false,2023-12-18T10:19:54+00:00
773,personal,2024-12-25,2027-04-24,2027-03-25,USD,branch,bullet,73873.71,775.74,692.97,,other_not_impaired,8,,10.3738,7.8741,mixed,CONSUMER_LOAN,active,false,false,2024-12-25T18:31:03+00:00
774,personal,2022-01-01,2031-12-18,2032-02-09,USD,branch,annuity,224373.98,1974.05,2713.44,,ifrs_stage_2,48,,4.368,4.2614,mixed,MORTGAGE_STD,active,false,false,2022-01-01T17:20:53+00:00
775,corporate,2025-03-18,2032-05-03,2032-09-18,USD,branch,annuity,9459570.69,15075.32,20123.58,,ifrs_stage_2,85,,5.2174,4.4427,fixed,MORTGAGE_STD,active,false,false,2025-03-18T13:34:30+00:00
776,personal,2019-08-09,2024-06-17,2024-08-23,EUR,branch,annuity,255716.16,6472.48,881.91,,other_not_impaired,5,,8.3259,4.5362,floating,SME_REVOLVER,not_applicable,false,false,2019-08-09T11:20:14+00:00
777,personal,2020-05-30,2026-01-09,2026-08-30,EUR,partner,linear,9573.68,559.38,137.19,,fair_value_pnl,5,,6.1548,3.4828,fixed,BRIDGE_LOAN,active,false,false,2020-05-30T01:34:35+00:00
778,personal,2019-01-03,2027-05-20,2028-03-09,GBP,branch,annuity,163501.88,5041.8,2526.03,129710.25,ifrs_stage_3_impaired,191,2024-06-18,8.732,6.8469,floating,SME_TERM,waived,true,false,2019-01-03T05:53:03+00:00
779,corporate,2022-02-05,2024-07-05,2025-01-01,GBP,online,bullet,2697052.41,25323.37,31464.26,,other_not_impaired,5,,2.6868,0.8339,floating,CONSUMER_LOAN,active,false,false,2022-02-05T02:08:00+00:00
780,personal,2024-09-02,2029-05-24,2029-03-14,EUR,branch,annuity,39505.78,515.99,788.85,,fair_value_pnl,1,,5.2663,0.9698,floating,MORTGAGE_STD,waived,false,false,2024-09-02T05:43:13+00:00
781,personal,2021-10-23,2028-05-08,2029-05-07,EUR,broker,annuity,130926.46,179.21,1321.9,,ifrs_stage_1,0,,5.4715,2.5919,mixed,BRIDGE_LOAN,active,false,false,2021-10-23T19:13:55+00:00
782,personal,2023-10-11,2029-07-08,2029-07-01,GBP,online,annuity,76294.71,2081.96,450.07,,ifrs_stage_2,12,,6.6426,3.8143,fixed,MORTGAGE_STD,active,false,false,2023-10-11T21:43:09+00:00
783,corporate,2023-06-21,2028-02-10,2027-11-08,EUR,partner,annuity,4645056.72,105462.78,43132.28,,ifrs_stage_1,9,,8.0763,3.6566,floating,CONSUMER_LOAN,active,false,false,2023-06-21T06:46:13+00:00
784,personal,2021-05-26,2026-05-05,2025-12-03,GBP,partner,linear,41467.19,683.33,411.68,,ifrs_stage_2,19,,12.0709,8.108,mixed,MORTGAGE_STD,active,false,false,2021-05-26T05:04:59+00:00
785,personal,2023-04-19,2028-02-16,2027-11-11,EUR,partner,annuity,211253.29,2200.02,3228.77,225290.13,ifrs_stage_3_impaired,594,2023-09-10,7.0012,2.7772,mixed,SME_TERM,waived,true,false,2023-04-19T16:33:41+00:00
786,personal,2022-04-27,2027-05-18,2028-02-05,EUR,broker,bullet,133981.55,3878.97,1070.05,110481.31,ifrs_stage_3_impaired,183,2025-12-08,8.772,5.5703,fixed,BRIDGE_LOAN,active,true,false,2022-04-27T05:07:07+00:00
787,personal,2020-03-06,2023-10-01,2024-05-21,USD,online,linear,222476.4,8018.52,483.99,175873.52,ifrs_stage_3_impaired,313,2021-10-12,8.9955,5.0163,floating,AUTO_LOAN,active,true,false,2020-03-06T11:28:01+00:00
788,personal,2021-12-27,2029-08-03,2029-08-23,GBP,online,linear,159456.25,1821.09,170.79,,ifrs_stage_1,3,,7.4743,6.6863,floating,CONSUMER_LOAN,active,false,false,2021-12-27T08:24:12+00:00
789,personal,2022-09-20,2031-01-27,2031-01-15,USD,partner,linear,104267.15,2080.9,245.17,,other_not_impaired,3,,7.3486,4.6602,floating,AUTO_LOAN,waived,false,false,2022-09-20T05:02:40+00:00
790,personal,2024-08-28,2028-10-10,2029-09-30,EUR,online,annuity,283665.22,1037.27,2641.63,,ifrs_stage_1,7,,12.6184,8.2243,floating,AUTO_LOAN,active,false,false,2024-08-28T08:45:42+00:00
791,corporate,2022-04-26,2026-04-27,2026-04-11,EUR,broker,linear,5151875.51,24188.82,79902.63,4411307.34,ifrs_stage_3_impaired,521,2024-04-03,4.2453,1.9311,floating,MORTGAGE_STD,waived,true,false,2022-04-26T10:42:33+00:00
792,corporate,2023-04-07,2030-08-22,2031-01-28,USD,branch,annuity,5264667.59,31785.52,86033.2,,ifrs_stage_1,6,,0.6937,0.5861,fixed,SME_REVOLVER,not_applicable,false,false,2023-04-07T19:55:11+00:00
793,personal,2020-04-16,2028-01-26,2028-05-16,GBP,partner,linear,81515.64,4043.11,684.47,,fair_value_pnl,2,,4.4243,1.8645,mixed,SME_REVOLVER,active,false,false,2020-04-16T01:21:44+00:00
794,personal,2023-09-09,2030-05-30,2030-01-20,EUR,online,bullet,43445.8,423.48,324.81,,fair_value_pnl,8,,10.1206,7.8901,floating,CONSUMER_LOAN,waived,false,false,2023-09-09T09:28:38+00:00
795,personal,2021-06-30,2030-07-04,2030-12-06,GBP,broker,bullet,77504.34,1566.53,975.65,,ifrs_stage_2,60,,2.7019,2.464,floating,CONSUMER_LOAN,not_applicable,false,false,2021-06-30T21:12:27+00:00
796,personal,2020-10-28,2029-11-22,2030-02-28,USD,broker,bullet,107713.14,6173.35,1808.26,,ifrs_stage_2,86,,6.7191,4.4246,mixed,BRIDGE_LOAN,active,false,false,2020-10-28T22:09:19+00:00
797,personal,2021-08-17,2026-03-16,2026-05-08,GBP,partner,linear,106741.34,25.13,759.15,,ifrs_stage_2,34,,10.9442,7.5181,mixed,CONSUMER_LOAN,active,false,false,2021-08-17T20:59:36+00:00
798,personal,2024-07-24,2028-12-01,2029-08-20,EUR,broker,annuity,287943.85,3560.44,5614.19,,ifrs_stage_1,8,,5.4266,2.7689,fixed,SME_REVOLVER,active,false,false,2024-07-24T08:03:30+00:00
799,corporate,2020-09-16,2022-04-21,2023-03-04,GBP,partner,annuity,7011453.85,365171.13,134410.48,,ifrs_stage_1,6,,8.6139,7.0074,fixed,MORTGAGE_STD,waived,false,false,2020-09-16T16:27:10+00:00
800,corporate,2025-04-10,2035-01-16,2035-08-25,USD,online,linear,2057845.89,77010.64,13406.06,,other_not_impaired,3,,8.2073,5.7739,floating,SME_TERM,active,false,false,2025-04-10T03:03:50+00:00
801,corporate,2020-03-10,2025-11-08,2025-12-26,USD,branch,annuity,6827431.63,155082.81,3600.46,,ifrs_stage_1,8,,8.3179,7.0575,floating,SME_TERM,active,false,false,2020-03-10T12:40:24+00:00
802,corporate,2020-01-17,2028-04-04,2028-12-12,GBP,broker,annuity,2923095.97,104759.52,52289.26,,ifrs_stage_2,48,,11.7375,8.7492,fixed,SME_TERM,active,false,false,2020-01-17T20:11:25+00:00
803,personal,2023-07-29,2030-04-06,2031-01-13,GBP,broker,annuity,248324.65,4357.03,1411.74,283798.29,ifrs_stage_3_impaired,439,2025-04-28,11.2814,7.1733,mixed,SME_TERM,active,true,false,2023-07-29T17:01:58+00:00
804,personal,2020-11-28,2030-08-01,2031-01-10,EUR,branch,annuity,69943.55,2414.12,931.77,,fair_value_pnl,0,,3.3858,3.3286,fixed,SME_REVOLVER,waived,false,false,2020-11-28T03:28:21+00:00
805,corporate,2025-05-09,2033-01-09,2033-08-31,USD,branch,linear,4871845.62,192505.92,90237.94,,fair_value_pnl,6,,9.5466,6.6713,mixed,CONSUMER_LOAN,active,false,false,2025-05-09T19:25:51+00:00
806,corporate,2020-04-05,2023-08-24,2024-08-17,GBP,branch,annuity,759014.08,20175.71,8249.81,,ifrs_stage_1,3,,6.1649,2.3718,mixed,AUTO_LOAN,waived,false,false,2020-04-05T18:44:36+00:00
807,personal,2025-02-23,2031-09-30,2032-03-07,USD,partner,annuity,227562.62,3830.3,3159.34,,ifrs_stage_2,50,,6.0866,2.1872,mixed,BRIDGE_LOAN,waived,false,false,2025-02-23T06:56:01+00:00
808,corporate,2020-01-05,2027-10-10,2027-12-31,USD,branch,bullet,8246793.04,222223.08,28862.62,,fair_value_pnl,3,,3.975,2.5656,floating,MORTGAGE_STD,waived,false,false,2020-01-05T06:52:45+00:00
809,corporate,2022-12-19,2027-12-26,2027-09-19,USD,partner,annuity,9309241.98,17827.11,49620.58,,ifrs_stage_1,8,,10.8519,7.5402,floating,CONSUMER_LOAN,waived,false,false,2022-12-19T23:23:17+00:00
810,corporate,2024-03-16,2025-04-08,2025-05-28,GBP,branch,annuity,3658804.94,21612.62,4439.06,,fair_value_pnl,7,,7.2486,5.5126,floating,SME_REVOLVER,active,false,false,2024-03-16T12:47:50+00:00
811,personal,2020-05-01,2026-02-27,2025-12-03,GBP,online,bullet,22783.93,719.81,234.26,23093.68,ifrs_stage_3_impaired,125,2020-05-29,7.6077,6.4658,floating,MORTGAGE_STD,active,true,false,2020-05-01T07:43:46+00:00
812,corporate,2020-07-10,2023-04-21,2023-11-12,EUR,online,linear,781136.1,31084.07,13561.79,,ifrs_stage_2,86,,8.4952,7.7742,fixed,SME_TERM,not_applicable,false,false,2020-07-10T09:40:18+00:00
813,personal,2021-06-04,2024-12-18,2025-02-17,USD,online,annuity,111311.72,6018.93,437.91,,fair_value_pnl,6,,6.0935,5.7661,mixed,MORTGAGE_STD,waived,false,false,2021-06-04T19:38:39+00:00
814,corporate,2019-03-16,2025-07-20,2026-05-12,USD,broker,linear,511031.86,14409.88,4290.28,,ifrs_stage_2,68,,4.8291,2.8205,mixed,BRIDGE_LOAN,active,false,false,2019-03-16T17:43:34+00:00
815,corporate,2020-09-23,2024-03-17,2023-11-15,EUR,broker,linear,6326908.71,170673.25,69938.51,5419547.67,ifrs_stage_3_impaired,205,2023-06-01,2.5652,1.1933,floating,AUTO_LOAN,active,true,false,2020-09-23T04:50:05+00:00
816,corporate,2024-06-17,2033-02-21,2033-04-07,USD,broker,linear,1664801.39,44056.61,14323.59,,ifrs_stage_2,76,,7.4204,5.4393,floating,AUTO_LOAN,active,false,false,2024-06-17T23:01:09+00:00
817,personal,2022-11-14,2029-01-24,2028-12-15,GBP,partner,bullet,101711.58,3113.68,1568.41,,ifrs_stage_1,9,,4.4181,4.2254,mixed,MORTGAGE_STD,not_applicable,false,false,2022-11-14T17:27:08+00:00
818,corporate,2022-10-07,2027-10-29,2027-10-11,USD,broker,linear,812394.84,29793.77,4561.16,,other_not_impaired,2,,7.1069,5.4026,mixed,CONSUMER_LOAN,not_applicable,false,false,2022-10-07T17:51:07+00:00
