collateral_id,collateral_type,concerns_loan_id,concerns_borrower_id,valuation_date,latest_valuation_amount,collateral_currency,collateral_insured,insurance_coverage_amount,insurance_provider_id,activation_of_guarantee,configuration,created_at
510,property,1139,,2022-03-06,5736973.52,EUR,false,,,false,mixed,2022-03-06T09:53:03+00:00
511,property,887,,2022-02-28,2309257.88,EUR,true,803272.21,8,false,mixed,2022-02-28T02:57:48+00:00
512,property,143,,2024-06-07,1608246.04,EUR,false,,,false,mixed,2024-06-07T07:29:04+00:00
513,cash,737,,2024-10-09,4773736.94,EUR,true,3201286.06,4,false,pool,2024-10-09T17:58:48+00:00
514,property,1008,,2022-08-21,5896436.44,USD,true,3008243.41,12,false,mixed,2022-08-21T20:49:28+00:00
515,property,1160,464,2024-10-01,5127811.94,EUR,false,,,false,pool,2024-10-01T21:31:06+00:00
516,property,34,,2025-10-12,5856821.14,EUR,false,,,false,pool,2025-10-12T00:24:38+00:00
517,guarantee,1036,1260,2025-04-30,3086452.07,GBP,true,837793.75,16,false,mixed,2025-04-30T06:12:57+00:00
518,property,315,,2024-11-07,1898877.57,EUR,false,,,false,mixed,2024-11-07T22:07:34+00:00
519,guarantee,569,,2023-05-15,2258332.08,USD,false,,,false,mixed,2023-05-15T07:16:46+00:00
520,other,1037,342,2023-02-24,3333932.58,USD,true,1315799.82,3,false,mixed,2023-02-24T04:28:01+00:00
521,cash,,1311,2022-03-18,5154457.02,USD,false,,,false,mixed,2022-03-18T03:46:51+00:00
522,property,10,,2025-06-24,3350738.63,EUR,false,,,false,single_asset,2025-06-24T14:29:01+00:00
523,property,548,,2024-06-03,1663878.69,GBP,true,447869.45,10,false,pool,2024-06-03T12:26:28+00:00
524,other,1388,,2022-08-05,4247699.65,USD,false,,,false,single_asset,2022-08-05T02:18:35+00:00
525,other,134,31,2024-01-11,5361346.17,EUR,true,1535070.55,17,false,mixed,2024-01-11T02:43:29+00:00
526,property,718,1450,2024-07-10,293751.13,GBP,true,235621.14,1,false,single_asset,2024-07-10T03:36:05+00:00
527,cash,,2100,2022-03-16,5669579.81,USD,true,2018747.52,9,false,single_asset,2022-03-16T01:33:52+00:00
528,property,1456,,2025-01-14,5184055.37,EUR,false,,,false,mixed,2025-01-14T05:53:23+00:00
529,cash,1003,,2022-03-02,2113171.78,GBP,true,1508473.69,10,false,mixed,2022-03-02T23:34:13+00:00
530,property,611,,2023-02-23,5801653.46,USD,false,,,false,mixed,2023-02-23T06:47:39+00:00
531,property,1045,,2022-07-06,3539587.62,EUR,false,,,false,pool,2022-07-06T00:08:04+00:00
532,property,1059,,2025-05-02,3788761.96,GBP,false,,,false,pool,2025-05-02T18:48:12+00:00
533,other,1252,,2024-07-26,4799554.91,GBP,true,2178819.98,16,false,pool,2024-07-26T07:17:29+00:00
534,property,968,1467,2022-11-30,4708617.77,EUR,true,2800597.76,19,false,single_asset,2022-11-30T16:20:27+00:00
535,cash,,558,2024-09-13,1141355.71,USD,true,969147.69,20,false,pool,2024-09-13T04:44:13+00:00
536,cash,1042,,2024-02-20,5716239.53,EUR,true,3600469.68,3,false,mixed,2024-02-20T19:44:04+00:00
537,cash,1437,705,2025-10-11,5765730.27,USD,false,,,false,pool,2025-10-11T06:44:38+00:00
538,property,349,,2025-12-11,1327814.62,EUR,false,,,false,pool,2025-12-11T04:56:50+00:00
539,cash,984,,2022-04-14,1184345.47,EUR,true,765099.3,15,false,pool,2022-04-14T16:41:16+00:00
540,property,1151,,2023-01-18,1539770.82,GBP,true,1241558.13,10,false,mixed,2023-01-18T05:24:22+00:00
541,property,1248,478,2025-09-29,5798344.0,EUR,false,,,false,single_asset,2025-09-29T19:31:25+00:00
542,property,1330,,2023-09-28,1750870.8,EUR,true,1385258.21,13,false,pool,2023-09-28T23:22:47+00:00
543,property,1478,,2022-07-09,1319197.79,USD,true,885653.66,9,false,mixed,2022-07-09T21:12:41+00:00
544,guarantee,459,,2023-11-21,3116575.62,EUR,false,,,false,single_asset,2023-11-21T14:37:57+00:00
545,other,857,,2024-01-22,4971812.29,EUR,false,,,false,mixed,2024-01-22T09:38:11+00:00
546,guarantee,,1629,2025-10-21,3494984.13,EUR,true,1287728.34,11,false,mixed,2025-10-21T06:04:36+00:00
547,guarantee,809,,2023-01-13,87969.19,GBP,true,34714.9,1,true,single_asset,2023-01-13T01:29:00+00:00
548,cash,1010,,2024-11-22,5727373.14,EUR,true,2715661.54,19,false,pool,2024-11-22T01:30:35+00:00
549,property,652,,2023-01-18,1528240.62,GBP,false,,,false,pool,2023-01-18T01:09:02+00:00
550,property,369,,2025-08-19,833166.84,GBP,false,,,false,mixed,2025-08-19T13:51:39+00:00
551,property,44,,2023-07-29,4427896.96,GBP,false,,,false,single_asset,2023-07-29T10:10:24+00:00
552,property,978,1197,2025-02-18,5133274.33,USD,false,,,false,single_asset,2025-02-18T13:04:42+00:00
553,property,671,1680,2024-07-30,4518944.39,USD,true,1391387.9,9,false,single_asset,2024-07-30T01:43:12+00:00
554,property,165,,2022-07-10,3746266.44,USD,false,,,false,single_asset,2022-07-10T15:13:42+00:00
555,cash,84,,2023-08-28,733880.92,EUR,false,,,false,mixed,2023-08-28T11:16:29+00:00
556,guarantee,,67,2025-11-07,972603.97,EUR,true,483922.46,1,false,mixed,2025-11-07T01:42:34+00:00
557,property,1045,813,2022-02-23,3048154.64,USD,false,,,false,single_asset,2022-02-23T05:48:56+00:00
558,property,594,,2022-01-10,3545663.34,GBP,false,,,false,pool,2022-01-10T18:07:37+00:00
559,cash,484,913,2025-12-11,5694015.75,USD,true,2030143.22,9,false,mixed,2025-12-11T17:46:09+00:00
560,cash,1042,,2023-10-02,1049691.71,GBP,true,631744.3,14,false,mixed,2023-10-02T02:54:31+00:00
561,property,465,,2022-04-23,3028009.65,EUR,true,981461.37,9,false,single_asset,2022-04-23T16:18:20+00:00
562,property,,1104,2023-10-09,1075464.28,GBP,false,,,false,single_asset,2023-10-09T08:45:38+00:00
563,guarantee,179,1360,2023-11-20,3584221.19,USD,false,,,false,single_asset,2023-11-20T19:51:52+00:00
564,cash,1080,,2022-03-23,3181965.33,GBP,true,2028887.77,1,false,pool,2022-03-23T04:38:21+00:00
565,guarantee,205,,2024-01-16,5497819.03,EUR,false,,,false,mixed,2024-01-16T07:27:44+00:00
566,property,1179,,2024-01-21,1066243.98,GBP,false,,,false,pool,2024-01-21T06:28:50+00:00
567,property,1163,,2024-01-21,1488088.39,EUR,true,1239501.07,5,false,pool,2024-01-21T23:30:45+00:00
568,property,1379,,2024-08-09,4668528.76,GBP,false,,,false,pool,2024-08-09T11:11:43+00:00
569,guarantee,539,,2025-06-04,3659643.16,GBP,true,2344258.56,8,false,mixed,2025-06-04T22:53:31+00:00
570,property,1321,,2024-11-25,986543.48,GBP,true,591952.01,15,false,mixed,2024-11-25T12:38:08+00:00
571,property,161,,2024-09-13,5287779.41,EUR,true,2033691.6,16,false,pool,2024-09-13T14:58:57+00:00
572,property,817,1973,2025-05-17,1028045.88,EUR,false,,,false,single_asset,2025-05-17T16:39:31+00:00
573,property,88,462,2022-12-02,4579026.83,GBP,true,3119013.65,3,false,mixed,2022-12-02T12:54:54+00:00
574,property,1106,,2023-12-01,4848789.85,GBP,true,3794612.2,10,false,mixed,2023-12-01T09:16:17+00:00
575,property,1385,,2024-02-13,4980111.14,USD,true,4031527.08,11,false,single_asset,2024-02-13T02:15:02+00:00
576,property,1235,,2025-04-05,3173957.96,EUR,false,,,false,pool,2025-04-05T19:59:12+00:00
577,property,994,,2024-11-16,669940.52,EUR,true,438327.06,10,false,mixed,2024-11-16T14:56:37+00:00
578,guarantee,27,,2024-10-22,1908644.91,GBP,false,,,false,pool,2024-10-22T10:04:40+00:00
579,property,1184,,2023-07-13,19786.73,EUR,true,8854.6,9,false,pool,2023-07-13T04:33:50+00:00
580,property,36,,2023-07-21,4193985.72,EUR,true,2216161.49,18,false,mixed,2023-07-21T16:08:24+00:00
581,property,999,,2022-07-29,1990038.89,GBP,true,667633.96,17,false,mixed,2022-07-29T19:39:17+00:00
582,guarantee,423,,2022-05-22,295875.64,USD,true,91914.71,18,false,pool,2022-05-22T23:31:55+00:00
583,property,1108,,2022-05-10,2587195.8,EUR,true,1151008.51,10,false,single_asset,2022-05-10T00:32:04+00:00
584,cash,1218,899,2024-08-06,3436027.78,USD,false,,,false,pool,2024-08-06T18:46:31+00:00
585,cash,,1400,2022-01-31,2825252.79,EUR,false,,,false,pool,2022-01-31T17:02:28+00:00
586,property,657,,2024-02-26,4994112.56,GBP,false,,,false,single_asset,2024-02-26T09:53:26+00:00
587,property,1236,,2024-04-25,5536221.96,USD,false,,,false,pool,2024-04-25T21:17:34+00:00
588,property,1205,,2024-07-28,1783805.38,USD,true,515310.83,11,false,single_asset,2024-07-28T04:37:34+00:00
589,property,445,448,2025-05-31,1902617.02,GBP,true,1512812.67,3,false,single_asset,2025-05-31T21:59:29+00:00
590,other,1267,1497,2025-05-17,1109782.0,USD,false,,,false,mixed,2025-05-17T19:48:24+00:00
591,property,295,,2024-12-20,3256665.64,GBP,false,,,false,pool,2024-12-20T21:43:54+00:00
592,property,190,,2025-08-24,4456202.78,GBP,true,3064040.01,4,false,mixed,2025-08-24T17:34:46+00:00
593,property,,1414,2025-09-30,1014101.25,GBP,true,672375.33,19,false,single_asset,2025-09-30T13:39:19+00:00
594,property,720,,2025-02-23,4393674.97,EUR,false,,,false,mixed,2025-02-23T11:56:55+00:00
595,guarantee,157,1744,2022-07-27,3033591.92,USD,false,,,false,single_asset,2022-07-27T10:18:51+00:00
596,guarantee,,502,2026-01-23,2182485.96,EUR,false,,,false,mixed,2026-01-23T09:35:51+00:00
597,cash,91,,2025-12-05,1324224.5,EUR,true,1107982.87,18,false,single_asset,2025-12-05T20:45:23+00:00
598,guarantee,199,,2026-02-01,332378.55,EUR,false,,,false,mixed,2026-02-01T12:49:48+00:00
599,property,,323,2023-08-14,3248498.27,USD,true,2636621.61,10,false,mixed,2023-08-14T13:17:46+00:00
600,property,1102,,2022-09-21,2278504.5,GBP,false,,,false,mixed,2022-09-21T08:49:02+00:00
601,cash,1320,1185,2024-05-25,3031294.52,USD,false,,,false,single_asset,2024-05-25T21:57:26+00:00
602,guarantee,658,,2022-03-19,675843.73,EUR,false,,,true,mixed,2022-03-19T06:46:05+00:00
603,property,1013,,2026-02-23,434975.02,EUR,true,285634.69,9,false,pool,2026-02-23T11:47:17+00:00
604,guarantee,183,,2025-07-05,5505009.56,EUR,false,,,true,pool,2025-07-05T22:51:59+00:00
605,guarantee,179,,2025-07-11,5331354.69,GBP,true,2043124.7,6,false,mixed,2025-07-11T02:15:38+00:00
606,property,23,,2024-02-02,4370985.33,USD,false,,,false,single_asset,2024-02-02T07:09:59+00:00
607,property,1153,,2023-08-07,1530546.01,EUR,false,,,false,mixed,2023-08-07T13:57:52+00:00
608,property,1087,,2023-05-01,1860142.17,USD,false,,,false,single_asset,2023-05-01T23:48:02+00:00
609,property,1053,,2025-05-14,5171794.96,USD,false,,,false,single_asset,2025-05-14T22:44:32+00:00
610,property,290,,2022-11-16,973679.06,USD,false,,,false,pool,2022-11-16T15:20:14+00:00
611,property,1457,,2025-03-16,4510366.0,EUR,false,,,false,pool,2025-03-16T00:50:35+00:00
612,property,447,,2024-03-12,1154362.68,USD,true,741776.5,18,false,pool,2024-03-12T13:30:36+00:00
613,cash,1209,,2022-09-09,2330851.9,EUR,true,1042904.8,17,false,mixed,2022-09-09T16:21:42+00:00
614,property,83,1520,2025-07-25,1972784.03,USD,true,1203284.71,1,false,mixed,2025-07-25T21:29:58+00:00
615,property,380,,2022-05-18,4028145.09,GBP,false,,,false,pool,2022-05-18T18:44:15+00:00
616,guarantee,371,,2023-03-06,136933.59,GBP,false,,,false,mixed,2023-03-06T19:53:47+00:00
617,guarantee,590,1260,2024-07-28,1363740.66,GBP,true,706445.55,16,false,pool,2024-07-28T13:40:31+00:00
618,cash,874,1959,2025-10-27,2444799.3,GBP,false,,,false,mixed,2025-10-27T06:41:18+00:00
619,property,487,,2025-10-04,2379825.76,EUR,false,,,false,single_asset,2025-10-04T00:23:49+00:00
620,property,525,2058,2024-02-23,3988919.34,EUR,true,2408562.53,15,false,mixed,2024-02-23T05:28:18+00:00
621,property,1238,,2022-06-13,1787422.97,EUR,false,,,false,pool,2022-06-13T08:00:47+00:00
622,guarantee,29,,2024-07-01,690313.55,GBP,false,,,false,single_asset,2024-07-01T16:23:52+00:00
623,property,89,1869,2022-07-31,2092527.51,GBP,false,,,false,single_asset,2022-07-31T22:59:43+00:00
624,property,328,,2025-07-13,1227291.52,EUR,true,957367.55,12,false,single_asset,2025-07-13T13:00:38+00:00
625,cash,,1228,2023-05-28,962461.56,GBP,false,,,false,pool,2023-05-28T01:32:51+00:00
626,property,1286,,2025-09-21,2976810.6,GBP,false,,,false,pool,2025-09-21T00:10:54+00:00
627,cash,577,,2024-04-16,2287956.14,GBP,false,,,false,single_asset,2024-04-16T15:03:24+00:00
628,property,20,,2023-04-01,3191469.79,GBP,false,,,false,single_asset,2023-04-01T23:05:55+00:00
629,guarantee,1085,,2024-08-14,2796582.39,GBP,false,,,false,mixed,2024-08-14T13:54:35+00:00
630,guarantee,979,434,2025-10-05,3623546.25,EUR,false,,,false,pool,2025-10-05T18:29:26+00:00
631,guarantee,774,,2024-02-24,1140634.99,USD,true,285677.37,5,false,mixed,2024-02-24T14:24:06+00:00
632,cash,996,,2022-12-14,969197.42,USD,false,,,false,mixed,2022-12-14T00:53:29+00:00
633,property,539,,2022-10-28,2734334.29,USD,true,2177622.1,19,false,pool,2022-10-28T23:50:40+00:00
634,property,775,,2023-09-17,3806848.88,USD,false,,,false,mixed,2023-09-17T12:47:20+00:00
635,property,1135,,2024-04-21,571385.94,USD,true,227769.97,20,false,single_asset,2024-04-21T14:20:21+00:00
636,other,310,500,2023-02-17,1502841.1,EUR,true,995208.37,4,false,pool,2023-02-17T09:50:21+00:00
637,guarantee,1377,1264,2023-04-01,3052277.13,EUR,false,,,true,mixed,2023-04-01T10:27:45+00:00
638,property,1421,2049,2022-12-18,953132.65,GBP,true,458495.83,4,false,single_asset,2022-12-18T12:35:07+00:00
639,property,1227,1167,2024-07-10,5403877.24,GBP,false,,,false,single_asset,2024-07-10T16:37:05+00:00
640,property,,1829,2024-09-22,3365068.84,GBP,true,1599885.9,7,false,pool,2024-09-22T10:15:32+00:00
641,property,1486,,2024-11-05,1227408.32,EUR,false,,,false,mixed,2024-11-05T15:20:50+00:00
642,property,131,,2024-09-24,849641.39,EUR,true,513183.03,5,false,mixed,2024-09-24T02:28:18+00:00
643,property,639,2135,2024-10-18,5506150.77,GBP,false,,,false,single_asset,2024-10-18T16:30:45+00:00
644,guarantee,701,1447,2023-04-14,1349079.29,USD,true,1032806.11,4,true,pool,2023-04-14T21:33:07+00:00
645,guarantee,603,,2022-04-22,2042468.02,GBP,false,,,true,mixed,2022-04-22T09:16:06+00:00
646,property,559,,2022-12-28,4621850.44,GBP,true,2647247.0,5,false,mixed,2022-12-28T07:31:20+00:00
647,property,840,,2025-06-13,4758294.75,EUR,true,2519365.21,1,false,mixed,2025-06-13T05:36:32+00:00
648,property,880,,2024-09-09,5827006.67,GBP,false,,,false,pool,2024-09-09T18:39:34+00:00
649,property,,1770,2024-09-01,4928895.36,USD,true,3285252.62,16,false,pool,2024-09-01T11:22:58+00:00
650,cash,360,464,2022-12-17,3952678.23,USD,true,2625064.42,13,false,single_asset,2022-12-17T03:26:44+00:00
651,guarantee,1167,,2023-03-11,2639875.23,EUR,true,1945668.29,1,true,single_asset,2023-03-11T22:23:04+00:00
652,other,708,793,2022-10-04,5963218.46,EUR,true,3303987.17,6,false,pool,2022-10-04T03:29:57+00:00
653,other,368,,2024-12-07,5034873.49,GBP,true,2206553.07,10,false,single_asset,2024-12-07T01:34:36+00:00
654,property,651,,2024-07-12,3813408.21,USD,true,1901169.14,12,false,pool,2024-07-12T12:20:08+00:00
655,property,1492,,2024-04-25,3895877.56,GBP,true,1683872.25,4,false,pool,2024-04-25T16:48:00+00:00
656,property,991,,2025-03-04,2608702.91,GBP,false,,,false,pool,2025-03-04T18:11:09+00:00
657,property,1462,,2024-05-23,3063409.93,USD,false,,,false,pool,2024-05-23T21:49:06+00:00
658,guarantee,635,,2023-03-31,1829423.24,EUR,true,1495111.74,15,false,pool,2023-03-31T12:35:37+00:00
659,other,935,1538,2023-01-19,325527.85,USD,true,221005.02,8,false,single_asset,2023-01-19T11:55:38+00:00
660,property,395,,2025-11-08,5470570.73,EUR,false,,,false,single_asset,2025-11-08T13:25:14+00:00
661,guarantee,780,,2022-10-02,4014684.05,EUR,true,1436357.92,1,true,single_asset,2022-10-02T09:18:32+00:00
662,property,,276,2023-04-23,1218015.04,USD,true,1023974.01,17,false,single_asset,2023-04-23T07:27:05+00:00
663,property,915,,2023-05-01,359709.7,USD,false,,,false,single_asset,2023-05-01T20:30:20+00:00
664,cash,74,2117,2022-11-28,5413397.45,GBP,true,3508320.6,12,false,pool,2022-11-28T00:32:16+00:00
665,other,,979,2023-01-02,1612830.54,GBP,false,,,false,single_asset,2023-01-02T15:39:43+00:00
666,guarantee,1019,551,2022-12-26,835396.61,GBP,false,,,false,single_asset,2022-12-26T10:11:19+00:00
667,property,473,,2025-06-06,3978428.01,GBP,false,,,false,pool,2025-06-06T08:40:13+00:00
668,property,,914,2023-02-05,2319086.52,GBP,true,1020714.58,12,false,mixed,2023-02-05T09:03:46+00:00
669,guarantee,1480,,2022-06-25,2726229.38,USD,true,1242734.16,3,false,single_asset,2022-06-25T08:50:37+00:00
670,property,31,,2024-04-05,1088537.54,GBP,false,,,false,pool,2024-04-05T16:53:00+00:00
671,property,,1279,2023-10-01,77122.21,EUR,true,62047.74,15,false,single_asset,2023-10-01T14:40:49+00:00
672,property,1203,,2023-10-23,1765049.92,USD,false,,,false,mixed,2023-10-23T23:06:19+00:00
673,guarantee,92,,2023-05-01,5393530.61,GBP,false,,,false,single_asset,2023-05-01T22:20:39+00:00
674,property,66,,2025-04-14,4149262.27,GBP,false,,,false,mixed,2025-04-14T05:38:00+00:00
675,cash,1180,,2024-02-14,5818580.23,GBP,false,,,false,mixed,2024-02-14T21:18:55+00:00
676,property,691,,2024-11-30,1424094.13,USD,false,,,false,mixed,2024-11-30T15:44:13+00:00
677,property,635,,2023-09-22,5250544.58,EUR,false,,,false,mixed,2023-09-22T04:56:54+00:00
678,property,504,,2024-04-28,2876460.27,USD,true,1154238.48,9,false,pool,2024-04-28T09:49:10+00:00
679,property,159,,2022-10-04,2916142.76,USD,false,,,false,mixed,2022-10-04T20:28:42+00:00
680,guarantee,,350,2022-08-29,2267876.94,USD,true,1434424.77,8,false,pool,2022-08-29T21:22:15+00:00
681,property,1057,,2024-12-18,864003.92,EUR,true,535177.5,12,false,pool,2024-12-18T17:50:33+00:00
682,other,425,,2024-08-18,902569.9,GBP,false,,,false,single_asset,2024-08-18T01:36:06+00:00
683,cash,,1404,2025-02-04,334816.59,EUR,true,168743.52,6,false,pool,2025-02-04T14:04:15+00:00
684,property,,1524,2024-07-27,5829664.9,GBP,false,,,false,single_asset,2024-07-27T09:59:05+00:00
685,cash,829,,2024-10-19,658846.66,EUR,false,,,false,single_asset,2024-10-19T09:00:50+00:00
686,property,1408,313,2022-01-11,567969.15,EUR,false,,,false,pool,2022-01-11T15:21:21+00:00
687,cash,66,,2026-02-28,3715348.06,EUR,false,,,false,pool,2026-02-28T06:32:11+00:00
688,guarantee,,1078,2025-04-12,2879380.36,USD,false,,,false,pool,2025-04-12T15:01:49+00:00
689,other,259,,2023-05-04,4766987.9,GBP,false,,,false,single_asset,2023-05-04T19:45:13+00:00
690,property,226,,2024-01-14,5724139.61,GBP,true,2260622.99,13,false,mixed,2024-01-14T07:17:25+00:00
691,guarantee,1087,,2024-09-29,3985424.54,EUR,false,,,false,pool,2024-09-29T06:14:17+00:00
692,property,962,2188,2022-04-27,4177237.6,USD,true,2494704.39,12,false,single_asset,2022-04-27T06:45:31+00:00
693,cash,1448,2183,2024-10-11,2916801.41,USD,true,1397623.18,20,false,pool,2024-10-11T01:08:09+00:00
694,cash,1160,,2023-12-02,4572930.52,USD,true,3868080.84,17,false,single_asset,2023-12-02T14:18:32+00:00
695,cash,1068,112,2022-08-31,581995.42,GBP,false,,,false,single_asset,2022-08-31T13:17:38+00:00
696,other,1256,,2026-01-13,2398549.75,USD,true,634849.53,10,false,single_asset,2026-01-13T04:27:53+00:00
697,property,1263,1005,2025-08-14,1776143.69,USD,true,957911.05,8,false,pool,2025-08-14T03:31:10+00:00
698,property,85,,2025-11-20,1444822.7,USD,true,1070735.54,8,false,pool,2025-11-20T22:27:03+00:00
699,property,282,,2022-02-06,1832010.71,USD,true,865784.93,15,false,pool,2022-02-06T08:19:37+00:00
700,property,228,,2025-08-20,1297196.15,USD,false,,,false,mixed,2025-08-20T22:46:40+00:00
701,property,903,,2025-06-13,5971847.51,EUR,false,,,false,pool,2025-06-13T04:45:03+00:00
702,property,145,,2025-02-08,1517900.68,EUR,false,,,false,single_asset,2025-02-08T23:22:25+00:00
703,other,42,,2025-01-26,3613325.83,USD,false,,,false,mixed,2025-01-26T16:25:17+00:00
704,guarantee,362,,2022-05-25,2100175.23,USD,false,,,false,mixed,2022-05-25T20:34:31+00:00
705,property,,1483,2023-10-23,3012994.32,EUR,true,1460756.87,16,false,mixed,2023-10-23T11:20:14+00:00
706,property,89,1869,2022-09-05,4158860.22,GBP,false,,,false,pool,2022-09-05T21:45:15+00:00
707,property,1362,,2023-08-01,974213.84,GBP,true,779697.35,17,false,mixed,2023-08-01T04:33:09+00:00
708,cash,,2165,2024-09-02,622767.63,USD,false,,,false,pool,2024-09-02T01:52:38+00:00
709,property,1169,,2022-03-24,4637499.02,GBP,false,,,false,pool,2022-03-24T19:28:48+00:00
710,guarantee,530,,2025-07-30,2989111.34,GBP,true,2525802.04,18,false,single_asset,2025-07-30T07:19:35+00:00
711,cash,369,,2022-09-23,5553736.03,GBP,false,,,false,single_asset,2022-09-23T02:31:11+00:00
712,cash,236,,2024-09-02,3911916.7,EUR,true,1136997.58,10,false,single_asset,2024-09-02T06:58:36+00:00
713,property,330,,2024-01-21,730456.62,GBP,false,,,false,mixed,2024-01-21T18:29:39+00:00
714,guarantee,696,,2024-05-18,5855635.35,USD,true,3958117.63,8,false,mixed,2024-05-18T13:33:55+00:00
715,guarantee,515,1875,2023-11-05,759071.12,GBP,false,,,false,pool,2023-11-05T05:22:35+00:00
716,property,470,,2025-06-07,2882020.63,EUR,false,,,false,mixed,2025-06-07T00:16:05+00:00
717,guarantee,569,,2024-06-14,3025529.73,GBP,false,,,true,pool,2024-06-14T00:43:24+00:00
718,property,629,,2025-01-12,2482236.93,EUR,true,1800756.53,8,false,pool,2025-01-12T01:05:07+00:00
719,property,1160,464,2022-09-08,4383589.28,GBP,true,2115191.39,19,false,pool,2022-09-08T18:58:03+00:00
720,cash,148,,2024-03-17,898223.95,EUR,false,,,false,pool,2024-03-17T16:00:08+00:00
721,property,1034,,2023-03-29,674914.15,USD,true,220228.97,6,false,mixed,2023-03-29T05:52:24+00:00
722,property,643,,2022-11-26,2166435.69,EUR,true,920710.57,8,false,mixed,2022-11-26T16:47:21+00:00
723,guarantee,75,,2022-08-01,1998852.05,EUR,true,1189017.72,11,false,single_asset,2022-08-01T13:45:22+00:00
724,property,1233,30,2024-06-18,5092395.37,GBP,true,3054473.99,4,false,pool,2024-06-18T13:55:02+00:00
725,property,786,,2025-07-01,5636410.54,GBP,true,2174524.0,13,false,mixed,2025-07-01T04:57:47+00:00
726,cash,286,,2024-04-08,4119207.14,GBP,false,,,false,pool,2024-04-08T04:35:27+00:00
727,other,290,,2026-01-22,1388902.93,EUR,false,,,false,mixed,2026-01-22T11:29:43+00:00
728,property,,416,2026-02-12,3968102.34,GBP,false,,,false,pool,2026-02-12T21:44:20+00:00
729,cash,1438,,2024-10-02,4964286.98,USD,false,,,false,mixed,2024-10-02T14:22:06+00:00
730,property,1146,,2022-06-07,4322276.72,EUR,false,,,false,mixed,2022-06-07T00:40:54+00:00
731,property,1249,,2025-03-09,3860637.89,GBP,false,,,false,pool,2025-03-09T16:00:08+00:00
732,guarantee,1237,683,2023-02-26,2330361.05,GBP,true,690610.54,20,false,single_asset,2023-02-26T19:13:41+00:00
733,property,,617,2023-03-26,3549022.6,GBP,true,2520730.52,14,false,pool,2023-03-26T20:00:37+00:00
734,property,275,1778,2025-01-07,401410.71,USD,false,,,false,mixed,2025-01-07T18:42:44+00:00
735,other,,1398,2025-10-22,2766965.77,GBP,true,1529099.37,4,false,pool,2025-10-22T11:51:24+00:00
736,other,437,40,2022-03-18,3163601.91,USD,true,2020303.9,18,false,pool,2022-03-18T17:02:49+00:00
737,property,841,,2025-08-17,4333569.77,USD,false,,,false,pool,2025-08-17T06:41:02+00:00
738,guarantee,,101,2025-05-08,4521965.56,GBP,true,3395205.7,8,false,pool,2025-05-08T23:16:51+00:00
739,property,,1276,2023-07-10,4808124.16,GBP,true,2413609.3,8,false,single_asset,2023-07-10T16:40:52+00:00
740,cash,82,397,2025-03-03,339783.42,GBP,true,257519.34,11,false,mixed,2025-03-03T18:57:55+00:00
741,guarantee,319,,2025-01-19,2489997.46,GBP,false,,,true,mixed,2025-01-19T02:40:48+00:00
742,guarantee,512,,2023-11-28,4051661.06,USD,false,,,false,pool,2023-11-28T00:38:04+00:00
743,property,,1489,2024-04-05,936467.67,EUR,true,672788.56,9,false,single_asset,2024-04-05T03:26:00+00:00
744,cash,219,,2023-08-07,4388027.05,GBP,false,,,false,pool,2023-08-07T12:32:00+00:00
745,property,465,,2024-06-11,4403686.81,GBP,false,,,false,single_asset,2024-06-11T07:34:37+00:00
746,cash,408,,2023-05-19,3463613.38,USD,true,1006190.32,4,false,mixed,2023-05-19T08:22:17+00:00
747,cash,1447,444,2024-10-27,4946510.07,EUR,true,2931923.65,9,false,pool,2024-10-27T01:39:50+00:00
748,property,648,,2022-12-18,1632280.12,USD,false,,,false,single_asset,2022-12-18T01:37:03+00:00
749,other,1054,,2022-10-04,1254982.32,USD,false,,,false,single_asset,2022-10-04T12:41:16+00:00
750,cash,381,,2025-04-04,4256716.69,EUR,true,1094710.66,13,false,single_asset,2025-04-04T06:24:03+00:00
751,property,1421,,2022-06-11,3738907.64,GBP,false,,,false,single_asset,2022-06-11T00:13:39+00:00
752,property,926,,2025-06-09,993416.94,EUR,true,250515.89,12,false,mixed,2025-06-09T09:37:05+00:00
753,guarantee,573,,2023-03-14,421571.8,GBP,false,,,false,mixed,2023-03-14T16:27:50+00:00
754,property,338,,2024-12-10,246109.27,GBP,false,,,false,pool,2024-12-10T10:59:06+00:00
755,property,933,,2024-10-20,52277.85,GBP,false,,,false,single_asset,2024-10-20T06:25:12+00:00
756,guarantee,1276,39,2022-03-30,334714.16,EUR,false,,,false,pool,2022-03-30T09:26:44+00:00
757,property,898,,2023-03-12,1983192.15,EUR,true,726315.08,4,false,single_asset,2023-03-12T02:04:17+00:00
758,property,3,,2025-10-04,3395142.09,GBP,true,2574541.34,16,false,single_asset,2025-10-04T16:03:29+00:00
759,property,599,,2023-02-04,3017431.82,EUR,true,961590.8,11,false,pool,2023-02-04T09:39:09+00:00
760,property,705,,2022-02-14,3612180.98,EUR,false,,,false,pool,2022-02-14T15:52:36+00:00
761,property,,657,2025-06-02,3443019.51,EUR,false,,,false,pool,2025-06-02T22:26:35+00:00
762,property,610,,2023-06-19,4646374.12,GBP,true,3383305.34,10,false,mixed,2023-06-19T11:11:06+00:00
763,property,926,,2023-03-06,1673062.26,EUR,true,690707.31,16,false,mixed,2023-03-06T16:57:33+00:00
